  #energy          xx             yy              zz              xy              yz              zx
  0.18823500E+02  0.21841895E+00  0.29062666E+00  0.36058676E+00  0.65359477E+02             NaN             NaN
  0.18906800E+02  0.21658526E+00  0.27066606E+00  0.34170321E+00  0.51078320E+02             NaN             NaN
  0.18990100E+02  0.21525869E+00  0.25829468E+00  0.32089954E+00  0.25497195E+02             NaN             NaN
  0.19073400E+02  0.21224938E+00  0.25130749E+00  0.30330632E+00 -0.51626226E+01             NaN             NaN
  0.19156700E+02  0.20581776E+00  0.24717355E+00  0.28960686E+00 -0.24752475E+02             NaN             NaN
  0.19240000E+02  0.19565968E+00  0.24502225E+00  0.27852693E+00 -0.28880866E+02             NaN             NaN
  0.19323300E+02  0.18422015E+00  0.24634930E+00  0.26911505E+00  0.00000000E+00             NaN             NaN
  0.19406600E+02  0.17396833E+00  0.25557023E+00  0.26193082E+00  0.10309278E+02             NaN             NaN
  0.19489800E+02  0.16705699E+00  0.27861746E+00  0.25794701E+00 -0.35587189E+01             NaN             NaN
  0.19573100E+02  0.16418577E+00  0.31976730E+00  0.25892010E+00 -0.24576063E+02             NaN             NaN
  0.19656400E+02  0.16595633E+00  0.37857051E+00  0.26659177E+00 -0.43827611E+02             NaN             NaN
  0.19739700E+02  0.17373014E+00  0.44707684E+00  0.28086093E+00 -0.59905266E+02             NaN             NaN
  0.19823000E+02  0.18923375E+00  0.50719256E+00  0.29753168E+00 -0.73521343E+02             NaN             NaN
  0.19906300E+02  0.21421593E+00  0.53243620E+00  0.30970513E+00 -0.85404472E+02             NaN             NaN
  0.19989600E+02  0.24786148E+00  0.50813304E+00  0.31203861E+00 -0.94052559E+02             NaN             NaN
  0.20072900E+02  0.28712635E+00  0.45158271E+00  0.30589956E+00 -0.10127375E+03             NaN             NaN
  0.20156200E+02  0.32589201E+00  0.39056015E+00  0.29856572E+00 -0.10693642E+03             NaN             NaN
  0.20239500E+02  0.35405285E+00  0.33763260E+00  0.29744896E+00 -0.10998308E+03             NaN             NaN
  0.20322700E+02  0.35953277E+00  0.29537673E+00  0.30649529E+00 -0.88397790E+02             NaN             NaN
  0.20406000E+02  0.33731659E+00  0.26446143E+00  0.32520375E+00  0.82352941E+03             NaN             NaN
  0.20489300E+02  0.29910563E+00  0.24477486E+00  0.34875069E+00 -0.94339623E+01             NaN             NaN
  0.20572600E+02  0.26250155E+00  0.23404469E+00  0.36987522E+00 -0.51784465E+02             NaN             NaN
  0.20655900E+02  0.23532326E+00  0.22802729E+00  0.38250843E+00 -0.60236644E+02             NaN             NaN
  0.20739200E+02  0.21650052E+00  0.22326296E+00  0.38525693E+00 -0.61159202E+02             NaN             NaN
  0.20822500E+02  0.20263651E+00  0.21840940E+00  0.38050749E+00 -0.59410298E+02             NaN             NaN
  0.20905800E+02  0.19149090E+00  0.21331568E+00  0.37069651E+00 -0.55754555E+02             NaN             NaN
  0.20989100E+02  0.18263323E+00  0.20837169E+00  0.35552179E+00 -0.51231527E+02             NaN             NaN
  0.21072400E+02  0.17552481E+00  0.20268583E+00  0.33480328E+00 -0.46235139E+02             NaN             NaN
